Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent task,Blocked By (Dependencies),Blocking (Dependencies),OBSERVATONS ,COMENTARIOS,octobre
1205097951984443,2023-07-19,,2023-07-19, 6. Color,,,,,,,,,13. DISENO A PROFUNDIDAD DE CADA ESPACIO ,,,,,
1205097951984447,2023-07-19,,2023-07-20,7. Acabados ,,,,,,,,,13. DISENO A PROFUNDIDAD DE CADA ESPACIO ,,,,,
1205097951984451,2023-07-19,,2023-07-20,8. Mobiliario,,,,,,,,,13. DISENO A PROFUNDIDAD DE CADA ESPACIO ,,,,,
1205097951984455,2023-07-19,,2023-07-20,9. Detalles ,,,,,,,,,13. DISENO A PROFUNDIDAD DE CADA ESPACIO ,,,,,
1205103383171267,2023-07-20,,2023-07-20,"14. MIGRAR las imagenes 3d con nuestro diseno a la presentacion , remplazando los referentes por las creaciones del estudio. ",,,,,,,,,7. SEGUNDA REUNION DE DISENO CON EL CLIENTE ,,,,,
1205224062304744,2023-08-07,,2026-05-17,15. DISENO LUMINICO ,,Aleja Guerra lotero,,,2023-08-07,,,,7. SEGUNDA REUNION DE DISENO CON EL CLIENTE ,,,,,
1205224062304746,2023-08-07,,2023-08-07,Diseno luminico en cuanto a requerimientos y sensaciones ,,Aleja Guerra lotero,,,2023-08-01,,,,15. DISENO LUMINICO ,,,,,
1205224062304748,2023-08-07,,2023-08-07,Plano electrico ,,Aleja Guerra lotero,,,2023-08-07,,,,15. DISENO LUMINICO ,,,,,
1205224062304750,2023-08-07,,2023-08-09,Luminarias en cada espacio descrita,,Aleja Guerra lotero,,,2023-08-09,,,,15. DISENO LUMINICO ,,,,,
1205224062304755,2023-08-07,,2023-08-10,Plano luminico entero ,,Aleja Guerra lotero,,,2023-08-10,,,,15. DISENO LUMINICO ,,,,,
1205097951984459,2023-07-19,,2023-08-07,8.ENVIO DE PRESENTACION ,DISEÑO,Aleja Guerra lotero,,,2023-07-28,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953465976,2023-07-19,,2023-07-20, ,,,,,,,,,8.ENVIO DE PRESENTACION ,,,,,
1205097953465980,2023-07-19,,2023-07-19,Entrega de modelo 3D,,,,,,,,, ,,,,,
1205169380382944,2023-07-31,,2023-08-20,9.DISEÑO LUMINICO ,DISEÑO,,,,2023-07-31,,"Plano Electrico 

",ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205234511572608,2023-08-08,,2026-05-18,10.DISENOS REQUERIDOS PARA SEMCO ,DISEÑO,,,,2023-08-22,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205309163474017,2023-08-20,,2023-08-22,Plano y ejecucion de elemento para hacer la matera en sala ,,,,,2023-08-22,,,,10.DISENOS REQUERIDOS PARA SEMCO ,,,,,
1205309163474019,2023-08-20,,2023-08-23,plano detallado para produccion de cama ,,,,,2023-08-23,,,,10.DISENOS REQUERIDOS PARA SEMCO ,,,,,
1205309163474021,2023-08-20,,2023-09-08,Produccion de cama en vigilancia a quien la produzca ,,,,,2023-09-08,,,,10.DISENOS REQUERIDOS PARA SEMCO ,,,,,
1205309163474022,2023-08-20,,2023-08-25,Puerta de bano y mueble de lavamanos ,,,,,2023-08-25,,,,10.DISENOS REQUERIDOS PARA SEMCO ,,,,,
1205309234370011,2023-08-20,,2023-08-20,10.DISENOS REQUERIDOS PARA SEMCO ,DISEÑO,,,,,,"    Plano y ejecucion de elemento para hacer la matera en sala 
    plano detallado para produccion de cama 
",ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205128562005919,2023-07-24,2023-08-07,2023-08-07,Estructuracion de asana de produccion ,PLANEACION,Aleja Guerra lotero,,,2023-07-25,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205128566436399,2023-07-24,,2026-05-17,Cronograma de trabajo ,PLANEACION,,,,2023-08-07,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205227750403323,2023-08-07,,2023-08-07,ASANA COMPARTIDO CON CLIENTE ,,Aleja Guerra lotero,,,2023-08-07,,,,Cronograma de trabajo ,,,,,
1205227750403324,2023-08-07,,2023-08-10,EXCEL CON REPORTE GENERAL ,,,,,2023-08-10,,,,Cronograma de trabajo ,,,,,
1205169383327396,2023-07-31,,2023-08-03,REUNION SEMANAL lunes ,PLANEACION,,,,2023-07-31,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,Listo lunes a las 9 am,
1205097219453601,2023-07-19,2023-08-07,2026-05-17,1.Todos los elementos de diseno migrados a EXCEL a la cotizacion formal ,COTIZACION,,,,2023-08-02,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097219453603,2023-07-19,,2023-07-20,2. Contactar los proveedores de cada elemento de obra con las especificaciones de diseno para que hagan sus cotizaciones ,COTIZACION,,,,,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205098053822782,2023-07-19,,2023-07-25,PROVEDORES ,,,,,,,,,2. Contactar los proveedores de cada elemento de obra con las especificaciones de diseno para que hagan sus cotizaciones ,,,,,
1205098053822786,2023-07-19,,2023-07-19,1. Demolition,,,,,,,,,PROVEDORES ,,,,,
1205098053822790,2023-07-19,,2023-07-19,2. Plumber ,,,,,,,,,PROVEDORES ,,,,,
1205098053822794,2023-07-19,,2023-07-19,3. Electrician,,,,,,,,,PROVEDORES ,,,,,
1205098054430590,2023-07-19,,2023-07-19,4. Ceiling ,,,,,,,,,PROVEDORES ,,,,,
1205098054430594,2023-07-19,,2023-07-19,5. Floor ,,,,,,,,,PROVEDORES ,,,,,
1205098054430598,2023-07-19,,2023-07-19,"6. Builfer cement , drywall ",,,,,,,,,PROVEDORES ,,,,,
1205098054430602,2023-07-19,,2023-07-19,7. Plating,,,,,,,,,PROVEDORES ,,,,,
1205098054430606,2023-07-19,,2023-07-19,8. Dry wall,,,,,,,,,PROVEDORES ,,,,,
1205098054430610,2023-07-19,,2023-07-19,9. Instalation of elements ,,,,,,,,,PROVEDORES ,,,,,
1205098054430614,2023-07-19,,2023-07-19,10.Windows and doors ,,,,,,,,,PROVEDORES ,,,,,
1205098054430618,2023-07-19,,2023-07-19,11. Closing of everything ,,,,,,,,,PROVEDORES ,,,,,
1205098054447495,2023-07-19,,2023-07-19,12. wallpaper and painting ,,,,,,,,,PROVEDORES ,,,,,
1205098054447499,2023-07-19,,2023-07-19,13. Online buying,,,,,,,,,PROVEDORES ,,,,,
1205098054447503,2023-07-19,,2023-07-19,14. Lighting installation ,,,,,,,,,PROVEDORES ,,,,,
1205098054447507,2023-07-19,,2023-07-19,15. Wood and furniture ,,,,,,,,,PROVEDORES ,,,,,
1205097951624268,2023-07-19,,2023-07-19,16. Metalmecanic ,,,,,,,,,PROVEDORES ,,,,,
1205224062304710,2023-08-07,2023-08-17,2023-08-17,MOVENCION DE TODOS LOS ELEMENTOS EN CASA,PRODUCCION,,,,2023-08-11,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205227750403335,2023-08-07,2023-08-07,2023-08-07,LEVANTAMIENTO DE PISO ,,,,,,,,,MOVENCION DE TODOS LOS ELEMENTOS EN CASA,,,,,
1205224062304713,2023-08-07,2023-08-07,2023-08-07,ELECTRODOMESTICOS ,,,,,2023-08-04,,,,MOVENCION DE TODOS LOS ELEMENTOS EN CASA,,,,,
1205224062304714,2023-08-07,2023-08-07,2023-08-07,MOBILIARIO ,,,,,2023-08-10,,,,MOVENCION DE TODOS LOS ELEMENTOS EN CASA,,,,,
1205224062304715,2023-08-07,,2023-08-09,DESARMADO DE CLOSET ,,,,,2023-08-09,,,,MOVENCION DE TODOS LOS ELEMENTOS EN CASA,,,,,
1205103383173334,2023-07-20,2023-08-07,2023-08-07,0. Mantenimiento de techo ,PRODUCCION,,,,2023-07-28,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097219453606,2023-07-19,2023-08-07,2023-08-07,1. Demolicion ,PRODUCCION,,,,2023-07-26,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953611003,2023-07-19,2023-07-25,2023-07-25,1. Cocina paredes   ,,,,,,,,,1. Demolicion ,,,,,
1205097953611007,2023-07-19,2023-07-25,2023-07-25,2. Cocina techo ,,,,,,,,,1. Demolicion ,,,,,
1205097953611011,2023-07-19,2023-07-25,2023-07-25,3. Bano social ,,,,,,,,,1. Demolicion ,,,,,
1205097953611015,2023-07-19,2023-07-25,2023-07-25,4.lavanderia ,,,,,,,,,1. Demolicion ,,,,,
1205097953611019,2023-07-19,,2023-07-20,5.Cielos razos de  de segundo piso ,,,,,,,,,1. Demolicion ,,,,,
1205097219453608,2023-07-19,,2023-07-25,2.  Canchados  ,PRODUCCION,,,,2023-07-25,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953611024,2023-07-19,,2023-07-21,1. Canchado para electricidad ,,,,,,,,,2.  Canchados  ,,,,,
1205097953611028,2023-07-19,,2023-07-20,2. Canchado para plomeria  ,,,,,,,,,2.  Canchados  ,,,,,
1205097953611032,2023-07-19,,2023-07-20,3. Canchado para Ventilacion  ,,,,,,,,,2.  Canchados  ,,,,,
1205097953637683,2023-07-19,,2023-07-20,4. Canchado para domotica ,,,,,,,,,2.  Canchados  ,,,,,
1205103383173344,2023-07-20,2023-08-07,2023-08-21,"3. Tirado de tuberias de ventilacion , de plomeria , y gas ",PRODUCCION,,,,2023-08-23,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097219453610,2023-07-19,2023-08-07,2023-08-07,4. Mamposteria,PRODUCCION,,,,2023-08-21,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953637688,2023-07-19,,2023-07-20,1. Piso de concreto basiado ,,,,,2023-08-05,,,,4. Mamposteria,,,,,
1205097953637692,2023-07-19,,2023-07-25,2. PAREDES en ladrillo catalan y dry wall ,,,,,,,,,4. Mamposteria,,,,,
1205097953637696,2023-07-19,,2023-07-19,3. materas baño,,,,,,,,,4. Mamposteria,,,,,
1205097953156025,2023-07-19,,2023-07-19,4. luminarias en paredes,,,,,,,,,4. Mamposteria,,,,,
1205097219453612,2023-07-19,2023-08-07,2023-08-07,5. Contratacion de proveedores de metalmecanica y Carpinteria ,PRODUCCION,Aleja Guerra lotero,,,2023-07-25,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953156030,2023-07-19,,2023-08-24,1. Espejos  ,,,,,2023-08-24,,,,5. Contratacion de proveedores de metalmecanica y Carpinteria ,,,,,
1205097953156034,2023-07-19,,2023-07-27,"2. Materas de balcon , planos constructivos y de isntalacion , 3d ",,,,,2023-07-27,,,,5. Contratacion de proveedores de metalmecanica y Carpinteria ,,,,,
1205097953156038,2023-07-19,,2023-07-27,3. Transformacion de banca ,,,,,2023-07-27,,,,5. Contratacion de proveedores de metalmecanica y Carpinteria ,,,,,
1205097953156042,2023-07-19,,2023-07-25,4. Fabricacion de sofa  ,,,,,2023-07-25,,,,5. Contratacion de proveedores de metalmecanica y Carpinteria ,,,,,
1205097953156046,2023-07-19,,2023-07-19,5. Cristal element under the table ,,,,,,,,,5. Contratacion de proveedores de metalmecanica y Carpinteria ,,,,,
1205103383173360,2023-07-20,,2026-05-17,6.Puertas vidrierdas y tragaluces  ,PRODUCCION,,,,2023-07-31,,"https://app.asana.com/app/asana/-/get_asset?asset_id=1205136634761607

sketch de tragaluz 


https://app.asana.com/app/asana/-/get_asset?asset_id=1205136634761610




https://app.asana.com/app/asana/-/get_asset?asset_id=1205136634761612


",ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097219453614,2023-07-19,,2023-08-07,7. Botanica  ,PRODUCCION,,,,2023-07-31,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205224062304719,2023-08-07,,2023-08-07,LISTA ESPACIOS:,,,,,,,,,7. Botanica  ,,,,,
1205224062304720,2023-08-07,,2023-08-07,1. MURO LLORÓN,,,,,,,,,7. Botanica  ,,,,,
1205224062304721,2023-08-07,,2023-08-07,2. PLANTAS DE PISO ESPEJOS,,,,,,,,,7. Botanica  ,,,,,
1205224062304722,2023-08-07,,2023-08-07,3. BALCÓN: MATERA,,,,,,,,,7. Botanica  ,,,,,
1205224062304723,2023-08-07,,2023-08-07,4. SALA: JARDIN EXOTICO DE PISO,,,,,,,,,7. Botanica  ,,,,,
1205224062304724,2023-08-07,,2023-08-07,5. MESA CUADRO BOTÁNICO,,,,,,,,,7. Botanica  ,,,,,
1205224062304725,2023-08-07,,2023-08-07,6. COCINA JARDÍN AÉREO,,,,,,,,,7. Botanica  ,,,,,
1205224062304726,2023-08-07,,2023-08-07,7. COCINA CAMPANA,,,,,,,,,7. Botanica  ,,,,,
1205224062304727,2023-08-07,,2023-08-07,8. PLANTAS ENTREPAÑOS,,,,,,,,,7. Botanica  ,,,,,
1205224062304728,2023-08-07,,2023-08-07,9. HABITACION HUESPEDES. NICHO DE PLANTAS ELEGANTE QUE QUIEBRE ESPACIO,,,,,,,,,7. Botanica  ,,,,,
1205224062304729,2023-08-07,,2023-08-07,10. CINE ,,,,,,,,,7. Botanica  ,,,,,
1205224062304730,2023-08-07,,2023-08-07,11. ESPACIO PARA MEDITAR,,,,,,,,,7. Botanica  ,,,,,
1205224062304731,2023-08-07,,2023-08-07,12. TERRAZA,,,,,,,,,7. Botanica  ,,,,,
1205097953156051,2023-07-19,2023-08-07,2023-08-07,8. Plomeria  ,PRODUCCION,,,,2023-07-31,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953694250,2023-07-19,,2023-07-19,1. Kitchen ,,,,,,,,,8. Plomeria  ,,,,,
1205097953694254,2023-07-19,,2023-07-19,2. Point in the living room ,,,,,,,,,8. Plomeria  ,,,,,
1205097953694258,2023-07-19,,2023-07-19,3. Point in the balcony ,,,,,,,,,8. Plomeria  ,,,,,
1205097953694262,2023-07-19,,2023-07-19,4. puntos para aerea de servicio,,,,,,,,,8. Plomeria  ,,,,,
1205097953694266,2023-07-19,,2023-09-01,9.  jacuzzi  ,PRODUCCION,,,,2023-07-26,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097951060792,2023-07-19,,2023-07-19,1. Empresa ,,,,,,,,,9.  jacuzzi  ,,,,,
1205097953752058,2023-07-19,,2026-05-17,10. Techos  ,PRODUCCION,,,,2023-07-31,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205103383173371,2023-07-20,2023-07-25,2023-07-25,1. Mantenimiento de techo ,,,,,,,,,10. Techos  ,,,,,
1205097953752062,2023-07-19,,2023-07-20,2. Unficacion de color de techo de cocina tipo Industrial antiguo ,,,,,,,,,10. Techos  ,,,,,
1205103383173373,2023-07-20,,2023-07-20,3. Construccion de casetones en habiatacion principal ,,,,,,,,,10. Techos  ,,,,,
1205103383173374,2023-07-20,,2023-07-20,4. Reposision de tablillas en mal estado en Techo de cine y color para todo ese sector ,,,,,,,,,10. Techos  ,,,,,
1205103383173375,2023-07-20,,2023-07-20,5. Instalacion de techo y pared de habiatacion de huespedes ,,,,,,,,,10. Techos  ,,,,,
1205097953752066,2023-07-19,,2023-08-07,11. ELECTRICIDAD ,PRODUCCION,Aleja Guerra lotero,,,2023-08-02,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205227750403328,2023-08-07,2023-08-07,2023-08-07,0. Camaras y chapa electrica ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953752070,2023-07-19,,2023-07-20,"1. Instalacion de tecnologia , puntos para televisores , camaras y proyectroes ",,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953752074,2023-07-19,,2023-07-20,2.Puntos para Bombillas  ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953752078,2023-07-19,,2023-07-20,3. 220 electricidad para equipos en cocina ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953752082,2023-07-19,,2023-08-07,4. Cableado electrico expuesto ,,Aleja Guerra lotero,,,2023-07-21,,,,11. ELECTRICIDAD ,,,,,
1205097953752086,2023-07-19,,2023-07-20,5. Adecuaciones electricas en cocina ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774838,2023-07-19,,2023-07-20,6. Adecuaciones electricas en banos ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774842,2023-07-19,2023-08-07,2023-08-07,7. Puntos electricos de cortinas  ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774846,2023-07-19,,2023-07-20,8. Adecuacion de punto de luz para jabonero por lacer y aire en pared ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774850,2023-07-19,,2023-07-20,9. Perfiles led con cinta led y tranformadores  ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774854,2023-07-19,,2023-07-20,10. Luminarias decorativas  ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205103383173380,2023-07-20,,2023-07-20,11. Switches de toda la casa ,,,,,,,,,11. ELECTRICIDAD ,,,,,
1205097953774858,2023-07-19,,2026-05-18,12. PISOS y CAMA EN CONCRETO ,PRODUCCION,,,,2023-08-11,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097949821073,2023-07-19,,2023-08-16,1.  Demolicion ,,,,,2023-08-14,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205289654002786,2023-08-16,,2023-08-28,2. Semco basiado de concreto ,,,,,2023-08-28,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205289654002789,2023-08-16,,2023-09-04,3.  Tiempo de fraguado,,,,,2023-09-04,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205289654002790,2023-08-16,,2023-09-05,4.REINCORPORA LA OBRA CON PLASTCO Y CARTON ,,,,,2023-09-05,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205097949821077,2023-07-19,,2023-09-06,2. Terraza federico ,,,,,2023-09-06,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205234511572610,2023-08-08,,2023-09-06,"3. Guardaescobas en concreto , tipo piedra CONCRETO o madera",,,,,2023-09-06,,,,12. PISOS y CAMA EN CONCRETO ,,,,,
1205234511572611,2023-08-08,,2026-05-18,4. Disenos especializados jardineras y produccion cama ,,,,,2023-08-18,,"caceton jardinera>
elaborar caecton de icopor de 260x130x20cm 
elaborar corte de silueta segun planimetria
instalar en sitio

cama
elaborar planimetria del mueble
acompañar proceso de produccion
no incluye diseño de formaletas, ni produccion de cacetones",,12. PISOS y CAMA EN CONCRETO ,,,,,
1205097953858268,2023-07-19,,2026-07-28,13. COCINA  ,PRODUCCION,,,,2023-09-27,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953858272,2023-07-19,,2023-09-01,1. Compra de campana de extraccion y pozuelo ,,,,,2023-09-01,,,,13. COCINA  ,,,,,
1205097953858276,2023-07-19,2023-09-01,2023-09-01,2. Compra de canilla antigua oro desgastado para cocina ,,,,,,,,,13. COCINA  ,,,La cotización sería el pantallazo de Mercado Libre ,Para comprar sería directamente por Mercado Libre,
1205103383173391,2023-07-20,,2023-07-20,"4. Compra de ladrillo negro de decorceramica enviado a whatsapp referencia , ladrillo va como enchape de cocina y de parte de lavanderia ",,,,,,,,,13. COCINA  ,,,,,
1205103383173393,2023-07-20,2023-08-01,2023-08-01,5. Ubicar el cronograma de trabajo de la cocina dentro de este programa para integracion de todo el flujo de trabajo del equipo ALUZINA ,,,,,,,,,13. COCINA  ,,,,,
1205227750403332,2023-08-07,,2023-08-07, 14. INSTALACION Y APLICACION ACABADOS ,PRODUCCION,,,,2023-08-04,,En cada una de las actividades puedes poner si quieres las medidas o no la idea es que esta sea tu guia para que una ves este comprado se valla mostrando en el flujo de trabajo ,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205227766156190,2023-08-07,,2023-09-01,1. Instalacion Baldosa balcon alfa ,,,,,2023-09-01,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227766156194,2023-08-07,,2023-08-07,2. Instalacion Ladrillo catalan ,,,,,,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227766156198,2023-08-07,,2023-08-07,3. Instalacion Acabado bano mosagres ,,,,,,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647038443,2023-08-07,,2023-08-07,4. Instalacion AcBADO DE BANO PRINCIPAL Alfa ,,,,,,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647038447,2023-08-07,,2023-08-07,5. Instalacion Acabado tipo piedra  ,,,,,,,"https://app.asana.com/app/asana/-/get_asset?asset_id=1205227647038449

 Sorry te lo envie por whats app pero olvide ponerlo aca 

",, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647038454,2023-08-07,,2023-08-07,6. Instalacion Papel colgadura ,,,,,2023-09-07,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647038457,2023-08-07,,2023-08-07,7. Instalacion Mural en habitacion secundaria  ,,,,,2023-09-07,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647038460,2023-08-07,,2023-09-14,8. Instalacion Pinturas colores y cantidades,,,,,2023-09-14,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647287848,2023-08-07,,2023-08-10,9. Instalacion Acabado en area social  ,,,,,2023-08-10,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647287852,2023-08-07,,2023-08-09,10. Acabado de habitacion general paredes laterales ,,,,,2023-08-09,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205227647287855,2023-08-07,,2023-08-09,11. Instalacion  LADRILLO NEGRO PARA COCINA MATE DECORCERAMICA ,,,,,2023-08-09,,,, 14. INSTALACION Y APLICACION ACABADOS ,,,,,
1205097949821081,2023-07-19,,2026-05-17,"15. CERRAMIENTOS , ",PRODUCCION,,,,2023-08-04,,"https://app.asana.com/app/asana/-/get_asset?asset_id=1205136634761614



",ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205103383173386,2023-07-20,,2023-07-20,1. Pared divisria con ladrillo catalan delavanderia a alacena ,,,,,,,,,"15. CERRAMIENTOS , ",,,,,
1205097949821085,2023-07-19,,2023-07-20,"1. Muro de Dry wall que soporte anclaje de requerimientos de cocina , dividiendo alacena y cocina ",,,,,,,,,"15. CERRAMIENTOS , ",,,,,
1205097949821089,2023-07-19,,2023-07-20,2. Madera  ,,,,,,,,,"15. CERRAMIENTOS , ",,,,,
1205097949283091,2023-07-19,,2026-05-17,16. Accesorios de bano ,PRODUCCION,,,,2023-08-18,,"Las fechas de cotizacion y compra las pones tu , el tema es que esten en los tiempos antes de ser necesitados en obra 

",ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097949283095,2023-07-19,,2023-08-16,1. Habitacion principal ducha cuadrada mitad de bano y telefono  ,,,,,,,,,16. Accesorios de bano ,,,,,
1205097949283099,2023-07-19,,2023-07-31,"2. Elementos ducha , canilla , super baratos para cambio de bano huespedes ",,,,,,,,,16. Accesorios de bano ,,,,,
1205097949283131,2023-07-19,,2026-05-17,16. Tecnologia,PRODUCCION,,,,2023-08-25,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097949283135,2023-07-19,,2023-07-20,"1. proyectores y Pantalla proyeccion , Habitacion pricipal y Cine  ",,,,,,,,,16. Tecnologia,,,,,
1205097949283143,2023-07-19,,2023-07-20,"3. Sistema Domotico para riego de plantas , apertura de cortinas y control luminico ",,,,,,,,,16. Tecnologia,,,,,
1205097949283151,2023-07-19,,2023-09-11,17. Iluminacion ,PRODUCCION,,,,2023-09-05,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953091203,2023-07-19,,2023-07-26,1. Perfiles led en el exterior y en escalas en terraza   ,,,,,,,"Diseño e instalación de perfiles led en terraza 
cotizacion ",,17. Iluminacion ,,,,,
1205097953091207,2023-07-19,,2023-07-20,2. Perfiles led en  area social y cada una de las habitaciones  ,,,,,,,,,17. Iluminacion ,,,,,
1205103383173424,2023-07-20,,2025-08-22,AREA SOCIAL EN CASETONES ,,,,,,,"Aca encuentras la intencion que son dentro de los casetones , en 
se quiere tener una cotizacion con cinta led varieble y otra con cinta led de 2.500 k solamente . . los perfiles son negros 
    En casetones es Perfil led duo angunlo negro
      En balcon es perfil led elegance para empotrar en materas con fuente ip 67h


https://app.asana.com/app/asana/-/get_asset?asset_id=1205103383173433

https://app.asana.com/app/asana/-/get_asset?asset_id=1205103383173435




",,2. Perfiles led en  area social y cada una de las habitaciones  ,,,,,
1205103383173438,2023-07-20,,2023-07-20,Perfil led en baños sociales  ,,,,,,,,,17. Iluminacion ,,,,,
1205103383173440,2023-07-20,,2023-07-20,Perfil led en habitacion principal ,,,,,,,,,17. Iluminacion ,,,,,
1205103383173441,2023-07-20,,2023-07-20,Perfil led en bano principal ,,,,,,,,,17. Iluminacion ,,,,,
1205097953091211,2023-07-19,,2023-07-20,3.Switches domoticos y switches dimmert ,,,,,,,,,17. Iluminacion ,,,,,
1205097953091215,2023-07-19,2023-07-24,2023-07-24,4. Iluminacion en mobilairio de la cocina  ,,,,,,,,,17. Iluminacion ,,,,,
1205097953091219,2023-07-19,,2023-07-20,5. Balas sobrepuestas extruidas negras  ,,Aleja Guerra lotero,,,,,,,17. Iluminacion ,,,,,
1205097953091223,2023-07-19,,2023-07-27,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,17. Iluminacion ,,,,,
1205103383173453,2023-07-20,,2023-07-20,Luminarias metatron grande con acabado tipo repujado negro y plata ,,,,,,,"https://app.asana.com/app/asana/-/get_asset?asset_id=1205103383173455

https://app.asana.com/app/asana/-/get_asset?asset_id=1205103383173457


",,6.  Iluminacion decorativa ALUZINA ,,,,,
1205103383173459,2023-07-20,,2023-07-20,Luminarias circular cantidad 3 (habitacion huespedes ),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,
1205103383173469,2023-07-20,,2023-07-20,Luminaria de bibioteca empotradas a la pared ,,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,
1205103383173471,2023-07-20,,2023-07-20,Luminaria de mesa con cargador  2,,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,
1205103383173465,2023-07-20,,2023-07-20,Luminarias baston 2 (habitacion principal),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,
1205103383173467,2023-07-20,,2023-07-20,Luminaria cuadrado 2  (cine),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,
1205097949283115,2023-07-19,,2026-05-17,18. Aviso luminoso en neon en lavanderia ,PRODUCCION,Aleja Guerra lotero,,,,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205224062304762,2023-08-07,,2023-09-26,19. Mobencion de mobiliario antiguo de la casa a la casa ,PRODUCCION,,,,2023-09-26,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953998533,2023-07-19,,2023-09-15,19. Mobiliario ,PRODUCCION,Aleja Guerra lotero,,,2023-09-15,,,ALUZINA WORKFLOW FOR EVERY PROJECT,,,,,,
1205097953998537,2023-07-19,,2023-10-05,1. Metalmecanica ,,,,,2023-10-05,,,,19. Mobiliario ,,,,,
1205097953998541,2023-07-19,,2023-07-20,1. Habitacion de huespedes ,,,,,,,,,1. Metalmecanica ,,,,,
1205097953998545,2023-07-19,,2023-07-19,2. Cinema ,,,,,,,,,1. Metalmecanica ,,,,,
1205097953998549,2023-07-19,,2023-10-05,2. Carpinteria  ,,,,,2023-10-05,,,,19. Mobiliario ,,,,,
1205097953998553,2023-07-19,,2023-07-19,1. beds ,,,,,,,,,2. Carpinteria  ,,,,,
